date, aqi
2018/7/7, 
2018/7/8, 
2018/7/9, 
2018/7/10, 
2018/7/11, 
2018/7/12, 
2018/7/13, 
2018/7/14, 
2018/7/15, 
2018/7/16, 
2018/7/17, 
2018/7/18, 
2018/7/19, 
2018/7/20, 
2018/7/21, 
2018/7/22, 
2018/7/23, 
2018/7/24, 
2018/7/25, 
2018/7/26, 
2018/7/27, 
2018/7/28, 
2018/7/29, 
2018/7/30, 
2018/7/31, 
2018/8/1, 
2018/8/2, 
2018/8/3, 
2018/8/4, 
2018/8/5, 
2018/8/6, 
2018/8/7, 
2018/8/8, 
2018/8/9, 
2018/8/10, 
2018/8/11, 
2018/8/12, 
2018/8/13, 
2018/8/14, 
2018/8/15, 
2018/8/16, 
2018/8/17, 
2018/8/18, 
2018/8/19, 
2018/8/20, 
2018/8/21, 
2018/8/22, 
2018/8/23, 
2018/8/24, 
2018/8/25, 
2018/8/26, 
2018/8/27, 
2018/8/28, 
2018/8/29, 
2018/8/30, 
2018/8/31, 
2018/9/1, 
2018/9/2, 
2018/9/3, 
2018/9/4, 
2018/9/5, 
2018/9/6, 
2018/9/7, 
2018/9/8, 
2018/9/9, 
2018/9/10, 
2018/9/11, 
2018/9/12, 
2018/9/13, 
2018/9/14, 
2018/9/15, 
2018/9/16, 
2018/9/17, 
2018/9/18, 
2018/9/19, 
2018/9/20, 
2018/9/21, 
2018/9/22, 
2018/9/23, 
2018/9/24, 
2018/9/25, 
2018/9/26, 
2018/9/27, 
2018/9/28, 
2018/9/29, 
2018/9/30, 
2018/5/15, 
2018/5/16, 
2018/5/17, 
2018/5/18, 
2018/5/19, 
2018/5/20, 
2018/5/21, 
2018/5/22, 
2018/5/23, 
2018/5/24, 
2018/5/25, 
2018/5/26, 
2018/5/27, 
2018/5/28, 
2018/5/29, 
2018/5/30, 
2018/5/31, 
2018/6/1, 
2018/6/2, 
2018/6/3, 
2018/6/4, 
2018/6/5, 
2018/6/6, 
2018/6/7, 
2018/6/8, 
2018/6/9, 
2018/6/10, 
2018/6/11, 
2018/6/12, 
2018/6/13, 
2018/6/14, 
2018/6/15, 
2018/6/16, 
2018/6/17, 
2018/6/18, 
2018/6/19, 
2018/6/20, 
2018/6/21, 
2018/6/22, 
2018/6/23, 
2018/6/24, 
2018/6/25, 
2018/6/26, 
2018/6/27, 
2018/6/28, 
2018/6/29, 
2018/6/30, 
